3.147244 1.242293 1.424791 1.155342 2.172571 2.708492 2.270000 4.438713 1.701457 1.001300 1.265474 1.090941 0.943167 0.835136 2.680618
3.133075 1.221955 2.556563 1.253808 2.195011 2.709634 2.248316 4.445552 1.666372 0.964316 1.229680 1.154916 0.926030 0.920146 2.731112
3.127980 1.272023 2.613338 1.191362 2.160171 2.741583 2.283722 4.429601 1.720667 0.924326 1.226582 1.109497 0.833826 0.901279 2.616670
3.238511 1.236942 2.626582 1.129101 2.101550 2.764879 2.281396 4.478738 1.788416 1.023221 1.243291 1.129162 0.886157 0.747776 2.681559
3.233211 1.200940 2.571298 1.237258 2.160280 2.733988 2.249320 4.430927 1.725935 0.958618 1.256429 1.136398 0.844712 0.800186 2.644746
3.160255 1.306269 2.579280 1.187217 2.125289 2.660915 2.222915 4.488614 1.727697 1.012512 1.301609 1.138035 0.920433 0.790117 2.717284
3.177816 1.257281 1.419172 1.238396 2.121180 2.759294 2.307182 4.390151 1.690076 1.042709 1.170512 1.062448 0.984345 0.871369 2.677209
3.228950 1.266814 1.504190 1.147194 2.081307 2.787765 2.298110 4.401242 1.714589 0.995453 1.241469 1.128866 0.887637 0.871506 2.547464
3.222129 1.301994 1.380071 1.286062 2.112729 2.758892 2.298637 4.420229 1.648133 0.899793 1.259923 1.133776 0.954916 0.839157 2.526394
3.236548 1.251884 1.562312 1.181948 2.107750 2.727679 2.246702 4.416379 1.717459 1.011649 1.281260 1.125714 0.955490 0.766917 2.652579
3.163531 1.139163 1.489177 1.273079 2.159437 2.771367 2.223176 4.374618 1.644805 0.957666 1.238997 1.161441 0.856977 0.887494 2.565050
3.131480 1.282201 1.393439 1.260504 2.141986 2.793238 2.237373 4.417069 1.667030 1.012165 1.261085 1.113749 0.957488 0.865022 2.452772
3.161350 1.229337 1.475665 1.308674 2.127116 2.657925 2.278988 4.383980 1.717585 0.968825 1.203409 1.157104 0.961325 0.865001 2.469083
3.175328 1.297187 1.496990 1.283641 2.135685 2.757583 2.216178 4.379675 1.709240 1.054240 1.211350 1.118816 0.845441 0.859763 2.515738
3.146239 1.174610 1.417226 1.218264 2.076730 2.729541 2.259108 4.380848 1.658841 0.944427 1.212592 1.053747 0.999693 0.812061 2.526942
3.201636 1.229061 1.502067 1.242193 2.071117 2.668539 2.237969 4.333524 1.638344 0.904116 1.174314 1.031307 0.931266 0.868314 2.481121
3.216640 1.159348 1.491889 1.194287 2.109063 2.765535 2.262170 4.429111 1.689073 0.898291 1.159102 1.150668 0.793930 0.791160 2.578631
3.154784 1.252984 1.547285 1.220764 2.163992 2.764331 2.277998 4.447893 1.705686 0.834825 1.250616 1.080334 0.659992 0.805277 2.613491
3.111735 1.218222 1.467283 1.210101 2.129550 2.753091 2.220962 4.489200 1.639513 0.856562 1.185797 1.108787 0.672431 0.837566 2.558307
3.194936 1.262183 1.557841 1.280890 2.065965 2.745677 2.240206 4.444074 1.670492 0.857523 1.189716 1.082836 0.699390 0.799840 2.652887
3.137028 1.280938 1.480908 1.271989 2.049419 2.730896 2.219847 4.318457 1.626265 0.739675 1.209416 1.141473 0.748524 0.797917 2.546203
3.177498 1.195026 1.463522 1.328444 2.106491 2.775085 2.198104 4.346816 1.680194 0.839772 1.163288 1.089828 0.725331 0.791428 2.529525
3.161026 1.215824 1.458479 1.260581 2.153683 2.683311 2.222932 4.341494 1.678541 0.802041 1.226725 1.088809 0.723965 0.711701 2.606151
3.190948 1.259500 1.484961 1.196380 2.125813 2.722292 2.177125 4.437779 1.704040 0.811402 1.241607 1.030549 0.809300 0.823289 2.599711
3.167075 1.218453 1.445012 1.291651 2.081731 2.701152 2.274105 4.282749 1.696485 0.723928 1.177909 1.107622 0.798416 0.810732 2.521961
3.194071 1.259388 1.560269 1.178837 2.136886 2.710908 2.191370 4.433469 1.710324 0.815107 1.160415 1.101910 0.795110 0.805121 2.669870
3.232934 1.208707 1.388351 1.218538 2.122341 2.717887 2.276601 4.441039 1.724519 0.851340 1.186562 1.116553 0.795044 0.806279 2.536156
3.140574 1.251865 1.412534 1.281012 2.189075 2.792808 2.218004 4.470207 1.643021 0.849101 1.229595 1.093748 0.762446 0.753343 2.607109
3.231686 1.274105 1.387459 1.143497 2.205173 2.708925 2.243396 4.401420 1.715727 0.776078 1.281951 1.098446 0.814215 0.767289 2.680670
3.254146 1.282603 1.384117 1.213232 2.149630 2.717016 2.293935 4.415780 1.631611 0.816422 1.232516 1.099691 0.724066 0.795996 2.647152
3.218867 1.190555 1.363738 1.190254 2.080511 2.751512 2.319599 4.328850 1.673696 0.809259 1.233812 1.112418 0.699491 0.820754 2.583190
3.223782 1.282493 1.497134 1.250924 2.098655 2.761127 2.292471 4.422164 1.721423 0.963157 1.208324 1.094168 0.857538 0.815632 2.645802
3.195160 1.258291 1.527876 1.214340 2.130321 2.721859 2.351100 4.416433 1.716897 1.002390 1.282080 1.110992 0.993601 0.857427 2.602265
3.199296 1.292759 1.506325 1.260899 2.138213 2.755682 2.306104 4.323741 1.726142 0.917411 1.226881 1.063223 0.989512 0.847391 2.614796
3.224279 1.169361 1.434066 1.259727 2.109322 2.802004 2.323447 4.359628 1.727346 1.007258 1.216145 1.115948 0.845020 0.728103 2.624192
3.209718 1.243728 1.517302 1.345047 2.119849 2.793808 2.284431 4.346673 1.692655 1.017751 1.202907 1.132344 0.873618 0.902086 2.643135
3.227781 1.250639 1.553492 1.276484 2.055298 2.817974 2.270178 4.394953 1.655737 1.021546 1.209875 1.129026 1.015369 0.889280 2.557010
3.241456 1.243578 1.455276 1.219162 2.112549 2.779588 2.232952 4.369448 1.734124 1.031324 1.241337 1.129556 0.936792 0.810721 2.550324
3.219325 1.298926 1.417051 1.266781 2.138252 2.726555 2.301254 4.338492 1.652929 0.940848 1.195182 1.101986 0.954645 0.844648 2.523374
3.202260 1.280682 1.472397 1.163981 2.126185 2.755197 2.342880 4.391610 1.731709 0.972410 1.174659 1.166787 0.930038 0.886268 2.495582
3.151149 1.316089 1.472332 1.136040 2.175694 2.712298 2.288974 4.414792 1.717519 1.008032 1.194600 1.125986 0.988106 0.846059 2.577145
3.176144 1.243169 1.353434 1.242146 2.094036 2.766654 2.171698 4.347674 1.667823 0.855571 1.182168 1.091635 0.770240 0.809589 2.544050
3.220205 1.249640 1.442102 1.269152 2.120862 2.754124 2.229021 4.428750 1.743334 0.740328 1.225926 1.087707 0.768666 0.743280 2.591249
3.162699 1.232516 1.407122 1.134240 2.112388 2.736948 2.202833 4.408609 1.661653 0.764974 1.176870 1.168307 0.744471 0.738863 2.624179
3.202567 1.275913 1.460177 1.280858 2.173472 2.718261 2.200300 4.400022 1.658859 0.770673 1.223457 1.069235 0.696110 0.778383 2.587628
3.167845 1.239583 1.496556 1.244194 2.073844 2.764306 2.255992 4.422571 1.644379 0.779075 1.203255 1.077904 0.785899 0.815874 2.585677
3.144531 1.196174 1.460575 1.275773 2.144736 2.713551 2.252480 4.388514 1.691124 0.970752 1.236371 1.069586 0.773754 0.827987 2.609717
3.167209 1.215872 1.473659 1.260675 2.041657 2.742231 2.193159 4.341361 1.706646 0.847644 1.244796 1.125795 0.702002 0.785942 2.621418
3.212864 1.168941 1.558966 1.301323 2.170632 2.693838 2.281351 4.392040 1.718243 0.817642 1.241273 1.033387 0.740487 0.872901 2.603875
3.224430 1.273193 1.383713 1.180007 2.113668 2.754964 2.243713 4.403671 1.668158 0.809055 1.129729 1.057681 0.719287 0.762938 2.565178
3.163522 1.254957 1.421083 1.206418 2.126219 2.742122 2.240935 4.383218 1.734749 0.884936 1.204545 1.067170 0.627786 0.839699 2.567936
3.243697 1.308257 1.613579 1.225729 2.164703 2.780453 2.277254 4.394006 1.730942 0.961990 1.205935 1.096710 0.957274 0.839035 2.701538
3.241234 1.294191 1.548276 1.305010 2.145600 2.759056 2.300536 4.315924 1.691279 1.051911 1.237267 1.113781 0.925532 0.844531 2.603206
3.170463 1.212005 1.574472 1.201301 2.090566 2.754984 2.241005 4.337665 1.749103 0.977288 1.214849 1.035724 0.913743 0.844937 2.634259
3.187682 1.239434 1.526830 1.218151 2.160112 2.797163 2.290309 4.454127 1.678501 0.960343 1.257721 1.072741 0.846903 0.838134 2.624634
3.213091 1.234726 1.530717 1.230112 2.203280 2.733170 2.227349 4.396837 1.696414 0.970262 1.227862 1.054757 0.953390 0.846700 2.595693
3.241768 1.283421 1.435814 1.227566 2.099652 2.761540 2.273053 4.376107 1.736453 0.948918 1.179313 1.091975 0.891577 0.847311 2.570359
3.253300 1.279682 1.402281 1.177296 2.106065 2.722676 2.309476 4.406720 1.712150 0.961052 1.166052 1.107121 0.938982 0.802171 2.543406
3.202505 1.240236 1.499093 1.216963 2.111976 2.707665 2.329237 4.404987 1.688047 1.014413 1.257494 1.126030 0.900356 0.832909 2.633293
3.196217 1.297473 1.388096 1.189549 2.183567 2.766322 2.271214 4.350247 1.678043 1.044620 1.165698 1.140489 0.892622 0.846839 2.573052
3.230219 1.258852 1.472211 1.231261 2.101266 2.703405 2.230126 4.334390 1.705253 1.041246 1.230755 1.076524 1.049199 0.797689 2.589708
3.231947 1.208098 1.507860 1.174230 2.050929 2.725317 2.265058 4.414678 1.700178 0.760808 1.167820 1.120520 0.750145 0.785245 2.601218
3.134783 1.245615 1.575487 1.146584 2.139412 2.700905 2.276160 4.381403 1.726605 0.841052 1.180202 1.138942 0.808748 0.799756 2.600552
3.213698 1.287235 1.359614 1.253293 2.056709 2.757303 2.260446 4.368351 1.608471 0.794250 1.172873 1.124697 0.738234 0.778463 2.546449
3.124120 1.261249 1.462420 1.346635 2.077725 2.663380 2.282834 4.360488 1.628248 0.853301 1.188416 1.109485 0.742443 0.739034 2.598815
3.154930 1.175990 1.517261 1.217423 2.080946 2.789392 2.257875 4.333296 1.653937 0.808044 1.167189 1.135154 0.792405 0.883006 2.639254
3.178528 1.293515 1.473723 1.113365 1.987867 2.730785 2.290142 4.373995 1.667683 0.917875 1.147443 1.115080 0.730718 0.847268 2.562308
3.240886 1.252689 1.366583 1.170333 2.064865 2.712717 2.233278 4.403438 1.684616 0.882373 1.283522 1.134128 0.810665 0.831270 2.608395
3.164856 1.198670 1.373006 1.204397 2.104826 2.790515 2.130615 4.388038 1.606584 0.795166 1.173831 1.015709 0.761488 0.779288 2.591630
3.188061 1.285263 1.379180 1.170869 2.065865 2.758635 2.227410 4.391598 1.697258 0.821973 1.162685 1.080906 0.690667 0.810542 2.555401
3.163825 1.234247 1.519539 1.186797 2.151588 2.696471 2.255607 4.378768 1.750583 0.765720 1.220845 1.043974 0.732661 0.784117 2.612383
3.304351 1.367461 2.723269 100.000000 2.267851 2.832269 2.390199 100.000000 1.845394 1.083179 100.000000 1.269428 100.000000 0.969195 100.000000
3.278350 1.366095 1.539273 100.000000 2.270994 2.848337 2.413108 100.000000 1.832059 1.082726 100.000000 1.266565 100.000000 0.968408 100.000000
3.309399 1.367697 2.759945 100.000000 2.274540 2.854486 2.355962 100.000000 1.849882 1.083419 100.000000 1.271034 100.000000 0.968862 100.000000
3.298977 1.366644 1.575723 100.000000 2.275086 2.859060 2.424313 100.000000 1.840138 1.083381 100.000000 1.269662 100.000000 0.967802 100.000000
3.196331 1.158022 2.630666 100.000000 2.146919 2.724547 2.322247 100.000000 1.726156 0.924543 100.000000 1.120825 100.000000 0.859797 100.000000
3.189126 1.212806 2.658998 100.000000 2.123839 2.726373 2.306821 100.000000 1.746794 0.919653 100.000000 1.117313 100.000000 0.827079 100.000000
3.279758 1.283399 2.724562 100.000000 2.199883 2.782295 2.324100 100.000000 1.733234 0.974603 100.000000 1.148130 100.000000 0.916856 100.000000
3.158133 1.221031 2.676281 100.000000 2.107799 2.654698 2.302154 100.000000 1.750355 0.938047 100.000000 1.113632 100.000000 0.867851 100.000000
3.188454 1.246736 2.653630 100.000000 2.148986 2.720017 2.274694 100.000000 1.738338 0.986800 100.000000 1.078543 100.000000 0.834560 100.000000
3.208625 1.171512 1.319392 100.000000 2.091930 2.758983 2.268767 100.000000 1.697065 0.980028 100.000000 1.095640 100.000000 0.868175 100.000000
3.194718 1.183012 1.450320 100.000000 2.139190 2.729380 2.288011 100.000000 1.735089 0.899462 100.000000 1.083112 100.000000 0.829183 100.000000
3.217820 1.253222 1.439138 100.000000 2.168183 2.703449 2.291977 100.000000 1.702754 0.910457 100.000000 1.083851 100.000000 0.839817 100.000000
3.244618 1.241314 1.446851 100.000000 2.205983 2.696479 2.312454 100.000000 1.717144 0.925276 100.000000 1.101376 100.000000 0.840513 100.000000
3.184792 1.264527 1.461367 100.000000 2.204748 2.677554 2.300453 100.000000 1.718238 0.960818 100.000000 1.110429 100.000000 0.840295 100.000000
3.271921 1.188079 2.685986 100.000000 2.203432 2.797276 2.307724 100.000000 1.678684 1.007657 100.000000 1.145428 100.000000 0.886619 100.000000
3.176808 1.264567 2.711734 100.000000 2.087879 2.736780 2.198500 100.000000 1.736325 1.004920 100.000000 1.113421 100.000000 0.840645 100.000000
3.253121 1.253326 2.699544 100.000000 2.154935 2.673934 2.196990 100.000000 1.712557 0.965682 100.000000 1.128005 100.000000 0.871875 100.000000
3.212912 1.299991 2.591236 100.000000 2.140531 2.694320 2.229003 100.000000 1.732474 0.969576 100.000000 1.094098 100.000000 0.849310 100.000000
3.162625 1.205777 2.715649 100.000000 2.162447 2.684021 2.309681 100.000000 1.726898 1.028556 100.000000 1.099520 100.000000 0.855959 100.000000
3.234804 1.253448 1.502164 100.000000 2.152142 2.725773 2.314149 100.000000 1.670983 0.973905 100.000000 1.099383 100.000000 0.884796 100.000000
3.236152 1.165185 1.448471 100.000000 2.208966 2.752055 2.318333 100.000000 1.713341 0.941590 100.000000 1.153598 100.000000 0.898426 100.000000
3.109161 1.300790 1.509762 100.000000 2.101185 2.617312 2.309933 100.000000 1.721927 0.952615 100.000000 1.107617 100.000000 0.888708 100.000000
3.200019 1.241338 1.467168 100.000000 2.109657 2.770739 2.280219 100.000000 1.677138 1.014775 100.000000 1.148552 100.000000 0.878889 100.000000
3.224889 1.298030 1.524006 100.000000 2.083589 2.786008 2.248642 100.000000 1.739981 0.907547 100.000000 1.108299 100.000000 0.782763 100.000000
